orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,A. Pre-primary and Primary School Census Form - Actual reports,A. Pre-primary and Primary School Census Form - Expected reports,datasetuid,datasets_name,A. Junior Secondary School Census Form - Actual reports,A. Junior Secondary School Census Form - Expected reports,A. Adult and Non Formal Education (IQS/IQTE) Census Form - Actual reports,A. Adult and Non Formal Education (IQS/IQTE) Census Form - Expected reports,A. Private School Census Form - Actual reports,A. Private School Census Form - Expected reports,A. Science and Technical Colleges/ Vocational Education Census Form - Actual reports,A. Science and Technical Colleges/ Vocational Education Census Form - Expected reports,A. Senior Secondary School Census Form - Actual reports,A. Senior Secondary School Census Form - Expected reports
fg Nigeria,kd Kaduna State,kd Kajuru Local Government Area,Unknown Ward,PVT Gospel Academy Kallah (1914252250),ikmeD0UC0Je,PVT Gospel Academy Kallah (1914252250),1914252250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Jaba Local Government Area,kd Sab Zuro Ward,PVT Gospel Echoes IntL School (KD12300110),Cz2OBsWFEDX,PVT Gospel Echoes IntL School (KD12300110),KD12300110,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Jaba Local Government Area,kd Sab Zuro Ward,PVT Gospel Echoes IntL School (KD12300143),DFCym549bI5,PVT Gospel Echoes IntL School (KD12300143),KD12300143,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,Unknown Ward,PVT Grace International School (1910602250),xwqqJOKeUMD,PVT Grace International School (1910602250),1910602250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kagarko Local Government Area,Unknown Ward,PVT Graceland Academy School Iddah (1911273251),xAkGiPIM712,PVT Graceland Academy School Iddah (1911273251),1911273251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,PVT Graceland International Schools (1902836270),QmguGNVqXjv,PVT Graceland International Schools (1902836270),1902836270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Graceland School (1904565210),YVfjz6qAgAL,PVT Graceland School (1904565210),1904565210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Barnawa Ward,PVT Graceland Schools (1910513220),zNAvkpFkcZw,PVT Graceland Schools (1910513220),1910513220,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Barnawa Ward,PVT Gracey Private School (1910361251),QBqXjelWYDH,PVT Gracey Private School (1910361251),1910361251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Lere Local Government Area,Unknown Ward,PVT Grammar Comprehensive College (1917575250),E6QMs0qES6C,PVT Grammar Comprehensive College (1917575250),1917575250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Barnawa Ward,PVT Grays International Nursery And Primary (1910084251),Qaonvm0c5cz,PVT Grays International Nursery And Primary (1910084251),1910084251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Great Al Azhar Academy Zangon Shanu (1919315250),YbJWJVgJ0Es,PVT Great Al Azhar Academy Zangon Shanu (1919315250),1919315250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,Unknown Ward,PVT Great Annur Nursery And Primary School Bizara Zaria (1923420250),u5eSH404Pw4,PVT Great Annur Nursery And Primary School Bizara Zaria (1923420250),1923420250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Great Apex (1919314250),jQBnOF6s47z,PVT Great Apex (1919314250),1919314250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Great Asset Academy (1904564210),LhTegze2uhg,PVT Great Asset Academy (1904564210),1904564210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,Unknown Ward,PVT Great Bright Star School Zaria (1923419250),pZ8VIjWJBJo,PVT Great Bright Star School Zaria (1923419250),1923419250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,PVT Great Divine Favour Schools (1902396270),Be6mz66P5zD,PVT Great Divine Favour Schools (1902396270),1902396270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kagarko Local Government Area,Unknown Ward,PVT Great Foundation Academy Issan Hanya (1911349250),TeBNepXF0MW,PVT Great Foundation Academy Issan Hanya (1911349250),1911349250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Great Future Stars Academy Zaria (1919230271),sOa1AugYyYj,PVT Great Future Stars Academy Zaria (1919230271),1919230271,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,PVT Great Heights School (1902395270),dpJnA7hfs9J,PVT Great Heights School (1902395270),1902395270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Great Intellectual High School (1919313250),GDGpN2Z6ins,PVT Great Intellectual High School (1919313250),1919313250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Great Kreative Scholars - Kaduna (1909382251),J0UzujkWvxw,PVT Great Kreative Scholars - Kaduna (1909382251),1909382251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Lere Local Government Area,Unknown Ward,PVT Great Leaders Foundation Academy Yarkasuwa (1917574250),KoRy4Rw6dek,PVT Great Leaders Foundation Academy Yarkasuwa (1917574250),1917574250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Giwa Local Government Area,Unknown Ward,PVT Great Milestone International Academy (1903428211),RuXBDwjGEWl,PVT Great Milestone International Academy (1903428211),1903428211,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,Unknown Ward,PVT Great Standard School (1923184270),cJ9QafVqEs4,PVT Great Standard School (1923184270),1923184270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Barnawa Ward,PVT Great Summit International School (1910257271),FhTfGsx9bx5,PVT Great Summit International School (1910257271),1910257271,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,Unknown Ward,PVT Great Telent Nursery And Primary School Dangoma (1907377251),NQxE9qerOuS,PVT Great Telent Nursery And Primary School Dangoma (1907377251),1907377251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,Unknown Ward,PVT Great Victory Academy International School (1918163271),YW5ewzUUQuR,PVT Great Victory Academy International School (1918163271),1918163271,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,Unknown Ward,PVT Great Victory Christ Academy International (1923418250),DCKs8MQJL40,PVT Great Victory Christ Academy International (1923418250),1923418250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Great Vision Academy Sabon Gari (1919205251),GZMQhWHx2Fs,PVT Great Vision Academy Sabon Gari (1919205251),1919205251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Great-Bright-Star School Chikaji Annex (1919209327),rLGoqZC2PRN,PVT Great-Bright-Star School Chikaji Annex (1919209327),1919209327,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Makera Ward,PVT Greater Heights Academy (1910275221),DgXQNDepoIw,PVT Greater Heights Academy (1910275221),1910275221,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,Unknown Ward,PVT Green Field Modern Academy Zaria (1923386271),pzGaCGov683,PVT Green Field Modern Academy Zaria (1923386271),1923386271,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kajuru Local Government Area,Unknown Ward,PVT Green Light Academy Kasuwan Magani (1914238271),NlHAyBgs3tl,PVT Green Light Academy Kasuwan Magani (1914238271),1914238271,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,Unknown Ward,PVT Guardian Angels Comprehensive School Kagoma (1907295251),jlovUnVNqTQ,PVT Guardian Angels Comprehensive School Kagoma (1907295251),1907295251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,PVT Gwazachat Academy (1902394270),Sxpo3gufUe4,PVT Gwazachat Academy (1902394270),1902394270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kachia Local Government Area,Unknown Ward,PVT Gywasmen Nursery Primary School Sabon Sarki (1908369251),XUxTg8Lgzv6,PVT Gywasmen Nursery Primary School Sabon Sarki (1908369251),1908369251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Ha Al International School (1904563210),JUlwpELL59b,PVT Ha Al International School (1904563210),1904563210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Ha-Dika Nursery And Primary School (1904562210),uadfPiFL15C,PVT Ha-Dika Nursery And Primary School (1904562210),1904562210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Haal International School (1909583250),O2r2FD4HS5S,PVT Haal International School (1909583250),1909583250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,Unknown Ward,PVT Habibatu Dawud Science And Islamic School Zaria (1923417250),AYPbzZUcp49,PVT Habibatu Dawud Science And Islamic School Zaria (1923417250),1923417250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Hadaf Scholars Academy (1909380251),pw4VrxWZUzp,PVT Hadaf Scholars Academy (1909380251),1909380251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Sabon Gari West Ward,PVT Hadiza Nursery And Primary School (1910265251),FbqqnjwF3bV,PVT Hadiza Nursery And Primary School (1910265251),1910265251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Hafiz Islamic Academy (1904561210),RAJmmzBtfEQ,PVT Hafiz Islamic Academy (1904561210),1904561210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Hafiz Nursery Primary School (1904560210),BBamFSlMCv0,PVT Hafiz Nursery Primary School (1904560210),1904560210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Lere Local Government Area,Unknown Ward,PVT Hafsat Academy Saminaka (1917573250),byjArcDFz0i,PVT Hafsat Academy Saminaka (1917573250),1917573250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Haiba International School (1909582250),L5ZgmEGMdE7,PVT Haiba International School (1909582250),1909582250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Hajia Maimuna Bukhari Academic (1904559210),vnwc11W9ZTT,PVT Hajia Maimuna Bukhari Academic (1904559210),1904559210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Hajiya Rukaiya Quranic Sinc (1904558210),CpCSQNgRel6,PVT Hajiya Rukaiya Quranic Sinc (1904558210),1904558210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Haleema Comprehensive School (1904557210),XRbKlYUt7RO,PVT Haleema Comprehensive School (1904557210),1904557210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Tudun Wada North Ward,PVT Halim Academy (1910180271),ytX1tbLBRlg,PVT Halim Academy (1910180271),1910180271,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,Unknown Ward,PVT Hallmark International School (1910601250),tlqnSe6iZHd,PVT Hallmark International School (1910601250),1910601250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Barnawa Ward,PVT Hamash International (1910300251),VIxtbZ6sLsk,PVT Hamash International (1910300251),1910300251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Hamash International Schools (1904556210),LzirLHIao4t,PVT Hamash International Schools (1904556210),1904556210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,PVT Hamda Intl School Ung Sunday (1902393270),OVJcLXMAQrV,PVT Hamda Intl School Ung Sunday (1902393270),1902393270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Sabon Gari South Ward,PVT Hamdaan Academy (1910099271),WE77ElkpAvI,PVT Hamdaan Academy (1910099271),1910099271,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Hamdam International School (1904555210),wEF4DY7IQnA,PVT Hamdam International School (1904555210),1904555210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Hamdan Model Islamic School (1904554210),WazqwuHT5n3,PVT Hamdan Model Islamic School (1904554210),1904554210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,Unknown Ward,PVT Hamfas International Academy (1910600250),uz39Kd3jCKS,PVT Hamfas International Academy (1910600250),1910600250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Hamfas Islamic Academy (1909581250),VLv3e057h7A,PVT Hamfas Islamic Academy (1909581250),1909581250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Hammad Islamic Academy (1909580250),DUvjrF5Dbmm,PVT Hammad Islamic Academy (1909580250),1909580250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Hamona International School Kaduna (1909579250),QksSdSBKO3F,PVT Hamona International School Kaduna (1909579250),1909579250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Hampos International School And College (1909578250),mBZMbjS1rJA,PVT Hampos International School And College (1909578250),1909578250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Hannanul Islam Nursery And Primary School (1909377251),uSKSwt7hh4J,PVT Hannanul Islam Nursery And Primary School (1909377251),1909377251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Hanwa Islamic Nursery And Primary School Chanwa (1919191250),tZLLekpkSz7,PVT Hanwa Islamic Nursery And Primary School Chanwa (1919191250),1919191250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,Unknown Ward,PVT Harisu Memorial Nur & Pri School (1915348250),MxAL0iJ5ox8,PVT Harisu Memorial Nur & Pri School (1915348250),1915348250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Harklan International School (1919312250),x7fEzsXy4kh,PVT Harklan International School (1919312250),1919312250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,PVT Harmony Intl School (1902375270),fmGtsys2T3Q,PVT Harmony Intl School (1902375270),1902375270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,Unknown Ward,PVT Harvester Foundation Schools (1923212270),YKTdmor0fSl,PVT Harvester Foundation Schools (1923212270),1923212270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,Unknown Ward,PVT Harvestfield Academy (1907322251),yjlzoeQ2jUb,PVT Harvestfield Academy (1907322251),1907322251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Hasaiza International School (1919311250),oeBYcHYwOh2,PVT Hasaiza International School (1919311250),1919311250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Hasco Community Nursery And Primary School (1909035251),MAUqi5sZiXv,PVT Hasco Community Nursery And Primary School (1909035251),1909035251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,Unknown Ward,PVT Haske Priv Sch Ung M/Lafiya (1907257251),MtEU7iDJPpm,PVT Haske Priv Sch Ung M/Lafiya (1907257251),1907257251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Haske School (1919108271),moE4AIN9NGu,PVT Haske School (1919108271),1919108271,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Haslim Inetrnational School (1909385251),pAu4Lbxjfgc,PVT Haslim Inetrnational School (1909385251),1909385251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Hassan Memorial Intensive School Kaduna (1909577250),TqifUV2ouTv,PVT Hassan Memorial Intensive School Kaduna (1909577250),1909577250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Hassan Muazu Memorial Academy Kaduna (1909576250),gdd4XQLhSbB,PVT Hassan Muazu Memorial Academy Kaduna (1909576250),1909576250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,Unknown Ward,PVT Hassana Memorial School (1910655250),zbu76Rjw7sh,PVT Hassana Memorial School (1910655250),1910655250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,Unknown Ward,PVT Hasseeb Achievers Academy (1910599250),HhCPsrrOdLl,PVT Hasseeb Achievers Academy (1910599250),1910599250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,Unknown Ward,PVT Hauwau Ahmad Memorial School (1923416250),WuQzwEiubMi,PVT Hauwau Ahmad Memorial School (1923416250),1923416250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Tudun Wada North Ward,PVT Hauwau Memorial International School (1910100222),BF8Qs8Dd5CF,PVT Hauwau Memorial International School (1910100222),1910100222,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,PVT Hayatul Fityanu Academy (1902993270),Q6Fky4VJmqC,PVT Hayatul Fityanu Academy (1902993270),1902993270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Hayatul Islam (1904553210),LyrtED6Qh8t,PVT Hayatul Islam (1904553210),1904553210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Sabon Gari South Ward,PVT Hayatul Islam N/Pri School (1910127252),E9PkFF34sdL,PVT Hayatul Islam N/Pri School (1910127252),1910127252,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,Unknown Ward,PVT Hayatul Islam Science Academy (1907376251),CMGJt86wQcz,PVT Hayatul Islam Science Academy (1907376251),1907376251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sanga Local Government Area,Unknown Ward,PVT Hayatul Islam Ungwar Nungu (1920250252),EZQtvd4hzEt,PVT Hayatul Islam Ungwar Nungu (1920250252),1920250252,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Barnawa Ward,PVT Hayyatul Deen International School (1910103251),g31cQabdxN7,PVT Hayyatul Deen International School (1910103251),1910103251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Hazelwood Academy Kaduna (1909575250),UvwpSTbpCsG,PVT Hazelwood Academy Kaduna (1909575250),1909575250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,Unknown Ward,PVT Headstart Academy Kafanchan (1907300251),MlvNy9adWeT,PVT Headstart Academy Kafanchan (1907300251),1907300251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Hekan Centre Schools (1909574250),gDB4RO9fE9k,PVT Hekan Centre Schools (1909574250),1909574250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,"PVT Hekan Nursery, Primary And Secondary School (1902392270)",w7ILfMvry8U,"PVT Hekan Nursery, Primary And Secondary School (1902392270)",1902392270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,PVT Henriet Montessori International School (1902391270),YYzkYN5Aaza,PVT Henriet Montessori International School (1902391270),1902391270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kauru Local Government Area,Unknown Ward,PVT Hephbah Academy Kauran Dawa (1913403250),FpoqaHJ6ER5,PVT Hephbah Academy Kauran Dawa (1913403250),1913403250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,PVT Hephzibah Academy (1902990270),OMefzsUdyjx,PVT Hephzibah Academy (1902990270),1902990270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Hephzibah Citadel Praise Academy (1919310250),UPKpiV9wX2R,PVT Hephzibah Citadel Praise Academy (1919310250),1919310250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Barnawa Ward,PVT Heritage International Nursery And Primary School (1910102251),ASnB8hQAYLM,PVT Heritage International Nursery And Primary School (1910102251),1910102251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kagarko Local Government Area,Unknown Ward,PVT Heritage Nursery And Primary School Iddah Gami (1911275251),EQEMVZwxO4f,PVT Heritage Nursery And Primary School Iddah Gami (1911275251),1911275251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Heritage School Zaria (1919200927),TPe18THp1x1,PVT Heritage School Zaria (1919200927),1919200927,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
